basarea,uparea,rchindex,rchid,dsrch_nrch,dsrch_rchid,start_lat,end_lat,start_lon,end_lon,numuprch,uprch_nrch1,uprch_nrch2,uprch_nrch3,uprch_nrch4,uprch_nrch5,uprch_nrch6,uprch_nrch7,uprch_nrch8,uprch_nrch9,uprch_nrch10,uprch_rchid1,uprch_rchid2,uprch_rchid3,uprch_rchid4,uprch_rchid5,uprch_rchid6,uprch_rchid7,uprch_rchid8,uprch_rchid9,uprch_rchid10,rchslope,rchman_n,rchwidth,rchlength,,,
3696704,3697000,221,15282812,214,15311668,-45.666,-45.681,167.955,167.984,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.015,0.024,2.79,1278,,,
308480,40332000,222,15384133,212,15386029,-46.04,-46.048,167.993,167.982,2,226,227,-999,-999,-999,-999,-999,-999,-999,-999,15384005,15377277,-999,-999,-999,-999,-999,-999,-999,-999,0.0144,0.024,9.64,1265,,,
1725632,1726000,223,15310685,212,15386029,-46.035,-46.048,167.983,167.982,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.00E-04,0.024,1.88,272,,,
1471680,39585000,224,15310372,198,15311052,-45.702,-45.7,168.11,168.119,2,232,233,-999,-999,-999,-999,-999,-999,-999,-999,15309060,15285108,-999,-999,-999,-999,-999,-999,-999,-999,0.0058,0.024,9.54,1396,,,
2040768,2041000,225,15272092,198,15311052,-45.687,-45.7,168.109,168.119,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0181,0.024,2.05,369,,,
15001792,25300000,226,15384005,222,15384133,-45.956,-46.04,168.021,167.993,2,375,376,-999,-999,-999,-999,-999,-999,-999,-999,15360549,15342445,-999,-999,-999,-999,-999,-999,-999,-999,0.0067,0.024,7.57,11373,,,
4198080,14724000,227,15377277,222,15384133,-46.002,-46.04,168.012,167.993,2,371,372,-999,-999,-999,-999,-999,-999,-999,-999,15359029,15290149,-999,-999,-999,-999,-999,-999,-999,-999,0.0046,0.024,5.72,5271,,,
348416,31055000,228,15428486,194,15428726,-46.075,-46.079,167.939,167.943,2,250,251,-999,-999,-999,-999,-999,-999,-999,-999,15428126,15319166,-999,-999,-999,-999,-999,-999,-999,-999,0.0049,0.024,8.42,504,,,
3200576,9230000,229,15394870,194,15428726,-46.083,-46.079,167.907,167.943,2,452,453,-999,-999,-999,-999,-999,-999,-999,-999,15374150,15353822,-999,-999,-999,-999,-999,-999,-999,-999,0.0064,0.024,4.49,4165,,,
4723200,27564000,230,15367213,89,15074085,-45.832,-45.84,168.066,168.087,2,272,273,-999,-999,-999,-999,-999,-999,-999,-999,15357085,15357093,-999,-999,-999,-999,-999,-999,-999,-999,0.0244,0.024,7.91,2270,,,
12128064,12128000,231,15375461,89,15074085,-45.809,-45.84,168.072,168.087,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0325,0.024,5.17,7274,,,
780480,35985000,232,15309060,224,15310372,-45.698,-45.702,168.104,168.11,2,240,241,-999,-999,-999,-999,-999,-999,-999,-999,15305460,15308292,-999,-999,-999,-999,-999,-999,-999,-999,0.0027,0.024,9.08,1040,,,
2128128,2128000,233,15285108,224,15310372,-45.711,-45.702,168.081,168.11,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0136,0.024,2.1,1332,,,
720064,35085000,234,15310388,216,15312052,-45.657,-45.667,168.117,168.117,2,244,245,-999,-999,-999,-999,-999,-999,-999,-999,15307732,15308812,-999,-999,-999,-999,-999,-999,-999,-999,0.0108,0.024,8.96,1692,,,
119552,2779000,235,15292676,216,15312052,-45.665,-45.667,168.11,168.117,2,510,511,-999,-999,-999,-999,-999,-999,-999,-999,15291612,15243756,-999,-999,-999,-999,-999,-999,-999,-999,0.0205,0.024,2.41,604,,,
89984,30719000,236,15307468,220,15309484,-45.671,-45.671,167.997,167.994,2,252,253,-999,-999,-999,-999,-999,-999,-999,-999,15306556,15258532,-999,-999,-999,-999,-999,-999,-999,-999,0.0036,0.024,8.37,479,,,
6912576,6913000,237,15302580,220,15309484,-45.659,-45.671,167.971,167.994,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.071,0.024,3.86,7770,,,
2091008,30089000,238,15304484,192,15306772,-45.671,-45.682,167.93,167.946,2,262,263,-999,-999,-999,-999,-999,-999,-999,-999,15299972,15301156,-999,-999,-999,-999,-999,-999,-999,-999,0.0309,0.024,8.28,2052,,,
6376448,6376000,239,15296124,192,15306772,-45.641,-45.682,167.91,167.946,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0798,0.024,3.71,5859,,,
201344,31918000,240,15305460,232,15309060,-45.698,-45.698,168.099,168.104,2,248,249,-999,-999,-999,-999,-999,-999,-999,-999,15296476,15303204,-999,-999,-999,-999,-999,-999,-999,-999,0.0025,0.024,8.54,438,,,
1218432,3287000,241,15308292,232,15309060,-45.682,-45.698,168.099,168.104,2,520,521,-999,-999,-999,-999,-999,-999,-999,-999,15286292,15306084,-999,-999,-999,-999,-999,-999,-999,-999,0.014,0.024,2.63,1994,,,
593536,30713000,242,15384741,210,15419270,-46.01,-46.018,168.077,168.074,2,254,255,-999,-999,-999,-999,-999,-999,-999,-999,15384165,15338469,-999,-999,-999,-999,-999,-999,-999,-999,0.0014,0.024,8.37,999,,,
3943744,3944000,243,15338565,210,15419270,-46,-46.018,168.066,168.074,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0013,0.024,2.89,975,,,
8656768,18525000,244,15307732,234,15310388,-45.63,-45.657,168.085,168.117,2,381,382,-999,-999,-999,-999,-999,-999,-999,-999,15297252,15280932,-999,-999,-999,-999,-999,-999,-999,-999,0.0054,0.024,6.44,6655,,,
1514176,15839000,245,15308812,234,15310388,-45.649,-45.657,168.09,168.117,2,333,334,-999,-999,-999,-999,-999,-999,-999,-999,15302524,15272036,-999,-999,-999,-999,-999,-999,-999,-999,0.0076,0.024,5.94,3602,,,
3102912,25173000,246,15377653,69,15383253,-45.947,-45.954,168.151,168.137,2,274,275,-999,-999,-999,-999,-999,-999,-999,-999,15374749,15369877,-999,-999,-999,-999,-999,-999,-999,-999,0.0058,0.024,7.55,1515,,,
7551552,7552000,247,15361341,69,15383253,-45.928,-45.954,168.162,168.137,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0071,0.024,4.05,3931,,,
160576,21031000,248,15296476,240,15305460,-45.697,-45.698,168.096,168.099,2,286,287,-999,-999,-999,-999,-999,-999,-999,-999,15294580,15255620,-999,-999,-999,-999,-999,-999,-999,-999,0.0109,0.024,6.88,684,,,
4749248,10685000,249,15303204,240,15305460,-45.689,-45.698,168.039,168.099,3,449,450,451,-999,-999,-999,-999,-999,-999,-999,15276276,15249844,15136612,-999,-999,-999,-999,-999,-999,-999,0.0293,0.024,4.84,6586,,,
1503488,30189000,250,15428126,228,15428486,-46.066,-46.075,167.935,167.939,2,258,259,-999,-999,-999,-999,-999,-999,-999,-999,15371965,15427718,-999,-999,-999,-999,-999,-999,-999,-999,0.0068,0.024,8.29,1227,,,
516928,517000,251,15319166,228,15428486,-46.074,-46.075,167.926,167.939,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0041,0.024,1.01,154,,,
811200,29103000,252,15306556,236,15307468,-45.66,-45.671,168,167.997,2,260,261,-999,-999,-999,-999,-999,-999,-999,-999,15303428,15250180,-999,-999,-999,-999,-999,-999,-999,-999,0.0097,0.024,8.14,1949,,,
1525952,1526000,253,15258532,236,15307468,-45.672,-45.671,168.017,167.997,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0487,0.024,1.77,928,,,
1854016,28159000,254,15384165,242,15384741,-45.984,-46.01,168.073,168.077,2,266,267,-999,-999,-999,-999,-999,-999,-999,-999,15379957,15343061,-999,-999,-999,-999,-999,-999,-999,-999,0.0059,0.024,8,3268,,,
1960512,1961000,255,15338469,242,15384741,-45.98,-46.01,168.066,168.077,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0062,0.024,2.01,2840,,,
6799104,27670000,256,15310204,159,15323028,-45.725,-45.745,167.981,168.018,2,288,289,-999,-999,-999,-999,-999,-999,-999,-999,15298692,15293996,-999,-999,-999,-999,-999,-999,-999,-999,0.0084,0.024,7.93,6917,,,
2440512,2441000,257,15322892,159,15323028,-45.749,-45.745,167.993,168.018,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0688,0.024,2.25,507,,,
2075584,22042000,258,15371965,250,15428126,-46.054,-46.066,167.937,167.935,2,298,299,-999,-999,-999,-999,-999,-999,-999,-999,15365973,15354669,-999,-999,-999,-999,-999,-999,-999,-999,0.0033,0.024,7.05,1497,,,
6643392,6643000,259,15427718,250,15428126,-46.074,-46.066,167.892,167.935,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0141,0.024,3.79,4763,,,
360448,26629000,260,15303428,252,15306556,-45.656,-45.66,168,168,2,268,269,-999,-999,-999,-999,-999,-999,-999,-999,15301916,15282084,-999,-999,-999,-999,-999,-999,-999,-999,0.0013,0.024,7.77,845,,,
1662720,1663000,261,15250180,252,15306556,-45.661,-45.66,168.019,168,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0405,0.024,1.85,859,,,
14311616,14312000,262,15299972,238,15304484,-45.633,-45.671,167.893,167.93,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0494,0.024,5.63,6338,,,
13686400,13686000,263,15301156,238,15304484,-45.674,-45.671,167.849,167.93,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0529,0.024,5.5,6450,,,
937664,14616000,264,15372869,77,15374277,-45.897,-45.911,168.134,168.136,2,335,336,-999,-999,-999,-999,-999,-999,-999,-999,15359501,15346997,-999,-999,-999,-999,-999,-999,-999,-999,0.0036,0.024,5.7,1637,,,
1979904,12374000,265,15365549,77,15374277,-45.907,-45.911,168.147,168.136,2,373,374,-999,-999,-999,-999,-999,-999,-999,-999,15361245,15347445,-999,-999,-999,-999,-999,-999,-999,-999,0.0045,0.024,5.22,1078,,,
2764864,24826000,266,15379957,254,15384165,-45.965,-45.984,168.063,168.073,2,276,277,-999,-999,-999,-999,-999,-999,-999,-999,15377325,15311181,-999,-999,-999,-999,-999,-999,-999,-999,0.0081,0.024,7.49,2503,,,
1478720,1479000,267,15343061,254,15384165,-45.958,-45.984,168.074,168.073,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0088,0.024,1.74,90,,,
4060032,21754000,268,15301916,260,15303428,-45.654,-45.656,167.993,168,2,309,310,-999,-999,-999,-999,-999,-999,-999,-999,15301724,15287836,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,7,787,,,
35520,4514000,269,15282084,260,15303428,-45.654,-45.656,167.999,168,2,486,487,-999,-999,-999,-999,-999,-999,-999,-999,15278924,15256548,-999,-999,-999,-999,-999,-999,-999,-999,0.0018,0.024,3.1,336,,,
969088,20790000,270,15303548,193,15307188,-45.701,-45.695,167.917,167.926,2,294,295,-999,-999,-999,-999,-999,-999,-999,-999,15302108,15263108,-999,-999,-999,-999,-999,-999,-999,-999,0.0265,0.024,6.84,1039,,,
2596032,2596000,271,15249372,193,15307188,-45.687,-45.695,167.901,167.926,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0941,0.024,2.33,1213,,,
301632,17131000,272,15357085,230,15367213,-45.828,-45.832,168.061,168.066,2,315,316,-999,-999,-999,-999,-999,-999,-999,-999,15356805,15351813,-999,-999,-999,-999,-999,-999,-999,-999,0.0064,0.024,6.18,653,,,
5710400,5710000,273,15357093,230,15367213,-45.851,-45.832,168.017,168.066,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0569,0.024,3.5,4659,,,
3539072,16054000,274,15374749,246,15377653,-45.945,-45.947,168.181,168.151,2,341,342,-999,-999,-999,-999,-999,-999,-999,-999,15365357,15301525,-999,-999,-999,-999,-999,-999,-999,-999,0.0137,0.024,5.98,2855,,,
6016832,6017000,275,15369877,246,15377653,-45.934,-45.947,168.181,168.151,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0388,0.024,3.6,4309,,,
2685248,20865000,276,15377325,266,15379957,-45.953,-45.965,168.069,168.063,2,302,303,-999,-999,-999,-999,-999,-999,-999,-999,15373957,15372405,-999,-999,-999,-999,-999,-999,-999,-999,0.0106,0.024,6.85,1723,,,
1196736,1197000,277,15311181,266,15379957,-45.958,-45.965,168.04,168.063,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.016,0.024,1.56,1162,,,
3070592,20771000,278,15284268,171,15210684,-45.671,-45.692,168.136,168.143,3,304,305,306,-999,-999,-999,-999,-999,-999,-999,15117124,15189564,15215044,-999,-999,-999,-999,-999,-999,-999,0.0054,0.024,6.83,2782,,,
526272,526000,279,15218868,171,15210684,-45.689,-45.692,168.137,168.143,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.02,175,,,
3652416,17182000,280,15380613,157,15424686,-46.037,-46.061,168.032,168.005,2,329,330,-999,-999,-999,-999,-999,-999,-999,-999,15374189,15365557,-999,-999,-999,-999,-999,-999,-999,-999,0.0055,0.024,6.19,3795,,,
3530240,3530000,281,15357957,157,15424686,-46.048,-46.061,168.001,168.005,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0087,0.024,2.73,2388,,,
880128,17144000,282,15336292,219,15336284,-45.703,-45.704,168.237,168.233,2,321,322,-999,-999,-999,-999,-999,-999,-999,-999,15297636,15290308,-999,-999,-999,-999,-999,-999,-999,-999,0.0091,0.024,6.19,384,,,
3940928,3941000,283,15287588,219,15336284,-45.679,-45.704,168.219,168.233,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0047,0.024,2.89,2133,,,
8513408,18626000,284,15376117,92,15382317,-45.874,-45.854,168.199,168.166,2,379,380,-999,-999,-999,-999,-999,-999,-999,-999,15363301,15323373,-999,-999,-999,-999,-999,-999,-999,-999,0.0182,0.024,6.46,4369,,,
2280064,2280000,285,15329389,92,15382317,-45.843,-45.854,168.195,168.166,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0425,0.024,2.18,2457,,,
2991936,19778000,286,15294580,248,15296476,-45.686,-45.697,168.087,168.096,2,317,318,-999,-999,-999,-999,-999,-999,-999,-999,15129492,15271268,-999,-999,-999,-999,-999,-999,-999,-999,0.0057,0.024,6.66,1994,,,
1092672,1093000,287,15255620,248,15296476,-45.694,-45.697,168.067,168.096,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0148,0.024,1.49,818,,,
1919168,13291000,288,15298692,256,15310204,-45.715,-45.725,167.966,167.981,2,361,362,-999,-999,-999,-999,-999,-999,-999,-999,15289964,15294020,-999,-999,-999,-999,-999,-999,-999,-999,0.0118,0.024,5.42,1965,,,
22848,7580000,289,15293996,256,15310204,-45.725,-45.725,167.979,167.981,2,413,414,-999,-999,-999,-999,-999,-999,-999,-999,15292052,15250236,-999,-999,-999,-999,-999,-999,-999,-999,1.00E-04,0.024,4.05,165,,,
190400,11349000,290,15425606,48,15045574,-46.126,-46.127,168.025,168.022,2,363,364,-999,-999,-999,-999,-999,-999,-999,-999,15425502,15373214,-999,-999,-999,-999,-999,-999,-999,-999,1.00E-04,0.024,5,307,,,
35008,9045000,291,15425614,48,15045574,-46.129,-46.127,168.023,168.022,2,403,404,-999,-999,-999,-999,-999,-999,-999,-999,15425686,15363262,-999,-999,-999,-999,-999,-999,-999,-999,0.001,0.024,4.44,216,,,
86720,17402000,292,15365645,75,15375741,-45.9,-45.904,168.112,168.111,2,313,314,-999,-999,-999,-999,-999,-999,-999,-999,15364429,15363893,-999,-999,-999,-999,-999,-999,-999,-999,6.00E-04,0.024,6.23,490,,,
2548736,2549000,293,15333733,75,15375741,-45.902,-45.904,168.088,168.111,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0066,0.024,2.3,526,,,
7509824,18072000,294,15302108,270,15303548,-45.705,-45.701,167.879,167.917,2,367,368,-999,-999,-999,-999,-999,-999,-999,-999,15284820,15270708,-999,-999,-999,-999,-999,-999,-999,-999,0.0341,0.024,6.36,3451,,,
1748352,1748000,295,15263108,270,15303548,-45.718,-45.701,167.907,167.917,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1315,0.024,1.9,304,,,
18240,17900000,296,15346101,106,15021813,-45.803,-45.802,168.187,168.185,2,307,308,-999,-999,-999,-999,-999,-999,-999,-999,15359133,15351301,-999,-999,-999,-999,-999,-999,-999,-999,0.0017,0.024,6.33,179,,,
2278976,2279000,297,15344429,106,15021813,-45.819,-45.802,168.175,168.185,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0095,0.024,2.17,2018,,,
43840,14561000,298,15365973,258,15371965,-46.052,-46.054,167.935,167.937,2,331,332,-999,-999,-999,-999,-999,-999,-999,-999,15365061,15348837,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,5.68,300,,,
5406016,5406000,299,15354669,258,15371965,-46.047,-46.054,167.949,167.937,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0256,0.024,3.4,3055,,,
2698880,14591000,300,15372117,155,15374485,-45.778,-45.761,168.018,168.024,2,353,354,-999,-999,-999,-999,-999,-999,-999,-999,15362829,15297341,-999,-999,-999,-999,-999,-999,-999,-999,0.0184,0.024,5.69,2212,,,
4798976,4799000,301,15354349,155,15374485,-45.795,-45.761,168.035,168.024,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0366,0.024,3.2,770,,,
9809344,9809000,302,15373957,276,15377325,-45.926,-45.953,168.013,168.069,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0148,0.024,4.63,5821,,,
3871488,8370000,303,15372405,276,15377325,-45.933,-45.953,168.052,168.069,2,484,485,-999,-999,-999,-999,-999,-999,-999,-999,15349053,15306229,-999,-999,-999,-999,-999,-999,-999,-999,0.0097,0.024,4.27,4289,,,
14782272,14782000,304,15117124,278,15284268,-45.597,-45.671,168.044,168.136,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0117,0.024,5.73,10984,,,
2295424,2295000,305,15189564,278,15284268,-45.658,-45.671,168.142,168.136,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0163,0.024,2.18,2133,,,
622720,623000,306,15215044,278,15284268,-45.668,-45.671,168.126,168.136,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0111,0.024,1.11,520,,,
12774400,12774000,307,15359133,296,15346101,-45.837,-45.803,168.206,168.187,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0052,0.024,5.31,5943,,,
5107072,5107000,308,15351301,296,15346101,-45.837,-45.803,168.19,168.187,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0261,0.024,3.3,2944,,,
2287552,13792000,309,15301724,268,15301916,-45.631,-45.654,167.981,167.993,2,355,356,-999,-999,-999,-999,-999,-999,-999,-999,15287644,15255972,-999,-999,-999,-999,-999,-999,-999,-999,0.0176,0.024,5.53,3441,,,
810048,3903000,310,15287836,268,15301916,-45.643,-45.654,167.979,167.993,2,506,507,-999,-999,-999,-999,-999,-999,-999,-999,15270532,15222356,-999,-999,-999,-999,-999,-999,-999,-999,0.0264,0.024,2.87,1947,,,
39872,15619000,311,15311780,218,15312908,-45.679,-45.681,168.188,168.19,2,325,326,-999,-999,-999,-999,-999,-999,-999,-999,15311452,15305324,-999,-999,-999,-999,-999,-999,-999,-999,0.0017,0.024,5.89,230,,,
1961664,1962000,312,15255588,218,15312908,-45.674,-45.681,168.178,168.19,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0188,0.024,2.01,1308,,,
9862272,9862000,313,15364429,292,15365645,-45.891,-45.9,168.088,168.112,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0127,0.024,4.65,4766,,,
1037696,7453000,314,15363893,292,15365645,-45.892,-45.9,168.082,168.112,2,437,438,-999,-999,-999,-999,-999,-999,-999,-999,15338669,15329197,-999,-999,-999,-999,-999,-999,-999,-999,0.0205,0.024,4.02,2767,,,
70848,11426000,315,15356805,272,15357085,-45.828,-45.828,168.058,168.061,2,359,360,-999,-999,-999,-999,-999,-999,-999,-999,15342125,15353093,-999,-999,-999,-999,-999,-999,-999,-999,0.0585,0.024,5.01,259,,,
5403328,5403000,316,15351813,272,15357085,-45.796,-45.828,168.05,168.061,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0689,0.024,3.4,3320,,,
3297344,15329000,317,15129492,286,15294580,-45.671,-45.686,168.082,168.087,2,351,352,-999,-999,-999,-999,-999,-999,-999,-999,15300364,15275284,-999,-999,-999,-999,-999,-999,-999,-999,0.007,0.024,5.84,2582,,,
1457024,1457000,318,15271268,286,15294580,-45.68,-45.686,168.061,168.087,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0054,0.024,1.73,110,,,
3233920,15329000,319,15369773,195,15374533,-46.037,-46.051,167.972,167.959,2,345,346,-999,-999,-999,-999,-999,-999,-999,-999,15361189,15305061,-999,-999,-999,-999,-999,-999,-999,-999,0.0063,0.024,5.84,1993,,,
1197376,1197000,320,15310461,195,15374533,-46.038,-46.051,167.954,167.959,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.56,165,,,
158464,12618000,321,15297636,282,15336292,-45.703,-45.703,168.241,168.237,2,343,344,-999,-999,-999,-999,-999,-999,-999,-999,15290692,15279996,-999,-999,-999,-999,-999,-999,-999,-999,0.0102,0.024,5.28,331,,,
3645888,3646000,322,15290308,282,15336292,-45.729,-45.703,168.254,168.237,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0062,0.024,2.77,447,,,
1612032,13164000,323,15304884,199,15307332,-45.724,-45.717,168.085,168.109,2,347,348,-999,-999,-999,-999,-999,-999,-999,-999,15287772,15297668,-999,-999,-999,-999,-999,-999,-999,-999,0.0124,0.024,5.4,3015,,,
2382400,2382000,324,15272372,199,15307332,-45.713,-45.717,168.082,168.109,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0302,0.024,2.23,532,,,
2352128,9382000,325,15311452,311,15311780,-45.666,-45.679,168.173,168.188,2,425,426,-999,-999,-999,-999,-999,-999,-999,-999,15310740,15269844,-999,-999,-999,-999,-999,-999,-999,-999,0.0081,0.024,4.53,2104,,,
629952,6197000,326,15305324,311,15311780,-45.676,-45.679,168.171,168.188,2,462,463,-999,-999,-999,-999,-999,-999,-999,-999,15303076,15268732,-999,-999,-999,-999,-999,-999,-999,-999,0.0151,0.024,3.65,1816,,,
545728,13764000,327,15367165,94,15367661,-45.839,-45.846,168.123,168.124,2,337,338,-999,-999,-999,-999,-999,-999,-999,-999,15363277,15341165,-999,-999,-999,-999,-999,-999,-999,-999,0.0038,0.024,5.52,829,,,
1204352,1204000,328,15309181,94,15367661,-45.846,-45.846,168.1,168.124,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0101,0.024,1.56,995,,,
1949632,9144000,329,15374189,280,15380613,-46.016,-46.037,168.036,168.032,2,421,422,-999,-999,-999,-999,-999,-999,-999,-999,15366485,15328109,-999,-999,-999,-999,-999,-999,-999,-999,0.0092,0.024,4.47,2556,,,
4385728,4386000,330,15365557,280,15380613,-46.007,-46.037,168.056,168.032,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0112,0.024,3.05,1627,,,
1367616,10494000,331,15365061,298,15365973,-46.046,-46.052,167.923,167.935,2,397,398,-999,-999,-999,-999,-999,-999,-999,-999,15357917,15346701,-999,-999,-999,-999,-999,-999,-999,-999,0.0031,0.024,4.8,1258,,,
2102272,4023000,332,15348837,298,15365973,-46.046,-46.052,167.91,167.935,2,522,523,-999,-999,-999,-999,-999,-999,-999,-999,15296877,15297285,-999,-999,-999,-999,-999,-999,-999,-999,0.0059,0.024,2.92,2124,,,
3236416,12691000,333,15302524,245,15308812,-45.633,-45.649,168.044,168.09,2,387,388,-999,-999,-999,-999,-999,-999,-999,-999,15288516,15283620,-999,-999,-999,-999,-999,-999,-999,-999,0.0198,0.024,5.29,5026,,,
1634304,1634000,334,15272036,245,15308812,-45.636,-45.649,168.053,168.09,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0212,0.024,1.83,844,,,
3663552,9974000,335,15359501,264,15372869,-45.891,-45.897,168.178,168.134,2,441,442,-999,-999,-999,-999,-999,-999,-999,-999,15338821,15333309,-999,-999,-999,-999,-999,-999,-999,-999,0.0172,0.024,4.67,3971,,,
3705152,3705000,336,15346997,264,15372869,-45.881,-45.897,168.136,168.134,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0148,0.024,2.8,3714,,,
