basarea,uparea,rchindex,rchid,dsrch_nrch,dsrch_rchid,start_lat,end_lat,start_lon,end_lon,numuprch,uprch_nrch1,uprch_nrch2,uprch_nrch3,uprch_nrch4,uprch_nrch5,uprch_nrch6,uprch_nrch7,uprch_nrch8,uprch_nrch9,uprch_nrch10,uprch_rchid1,uprch_rchid2,uprch_rchid3,uprch_rchid4,uprch_rchid5,uprch_rchid6,uprch_rchid7,uprch_rchid8,uprch_rchid9,uprch_rchid10,rchslope,rchman_n,rchwidth,rchlength,,,
1065728,504549000,105,15399397,103,15399261,-45.788,-45.792,168.183,168.174,2,108,109,-999,-999,-999,-999,-999,-999,-999,-999,15404453,15404445,-999,-999,-999,-999,-999,-999,-999,-999,0.0017,0.024,35.67,987,,,
1799488,21978000,106,15021813,103,15399261,-45.802,-45.792,168.185,168.174,2,296,297,-999,-999,-999,-999,-999,-999,-999,-999,15346101,15344429,-999,-999,-999,-999,-999,-999,-999,-999,9.00E-04,0.024,7.04,1652,,,
28736,29000,107,15020613,103,15399261,-45.792,-45.792,168.175,168.174,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,0.23,132,,,
826752,266388000,108,15404453,105,15399397,-45.789,-45.788,168.188,168.183,2,112,113,-999,-999,-999,-999,-999,-999,-999,-999,15404501,15377213,-999,-999,-999,-999,-999,-999,-999,-999,0.0041,0.024,25.62,501,,,
438528,237096000,109,15404445,105,15399397,-45.786,-45.788,168.18,168.183,2,126,127,-999,-999,-999,-999,-999,-999,-999,-999,15404405,15395645,-999,-999,-999,-999,-999,-999,-999,-999,0.0067,0.024,24.12,358,,,
10111616,273288000,110,15331422,40,15061126,-46.122,-46.142,167.977,167.994,2,114,115,-999,-999,-999,-999,-999,-999,-999,-999,15395822,15307174,-999,-999,-999,-999,-999,-999,-999,-999,0.0036,0.024,25.96,3279,,,
1007808,1008000,111,15315870,40,15061126,-46.139,-46.142,167.991,167.994,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0021,0.024,1.43,769,,,
23296,261866000,112,15404501,108,15404453,-45.788,-45.789,168.189,168.188,2,116,117,-999,-999,-999,-999,-999,-999,-999,-999,15404509,15370533,-999,-999,-999,-999,-999,-999,-999,-999,0.0015,0.024,25.39,161,,,
3694656,3695000,113,15377213,108,15404453,-45.8,-45.789,168.207,168.188,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0043,0.024,2.79,1018,,,
786240,262344000,114,15395822,110,15331422,-46.115,-46.122,167.971,167.977,2,118,119,-999,-999,-999,-999,-999,-999,-999,-999,15399102,15396638,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,25.42,1146,,,
832128,832000,115,15307174,110,15331422,-46.114,-46.122,167.983,167.977,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.29,344,,,
35648,254559000,116,15404509,112,15404501,-45.787,-45.788,168.19,168.189,2,120,121,-999,-999,-999,-999,-999,-999,-999,-999,15404517,15274157,-999,-999,-999,-999,-999,-999,-999,-999,0.0058,0.024,25.02,170,,,
599296,7284000,117,15370533,112,15404501,-45.791,-45.788,168.209,168.189,2,435,436,-999,-999,-999,-999,-999,-999,-999,-999,15365381,15282709,-999,-999,-999,-999,-999,-999,-999,-999,0.0048,0.024,3.97,1661,,,
305280,248710000,118,15399102,114,15395822,-46.111,-46.115,167.973,167.971,2,124,125,-999,-999,-999,-999,-999,-999,-999,-999,15429958,15430014,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,24.72,573,,,
2280896,12848000,119,15396638,114,15395822,-46.126,-46.115,167.951,167.971,2,365,366,-999,-999,-999,-999,-999,-999,-999,-999,15388214,15383622,-999,-999,-999,-999,-999,-999,-999,-999,0.0075,0.024,5.33,2350,,,
15488,252984000,120,15404517,116,15404509,-45.785,-45.787,168.191,168.19,2,122,123,-999,-999,-999,-999,-999,-999,-999,-999,15404525,15376245,-999,-999,-999,-999,-999,-999,-999,-999,0.0069,0.024,24.94,171,,,
1539968,1540000,121,15274157,116,15404509,-45.767,-45.787,168.188,168.19,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0062,0.024,1.78,1886,,,
1134144,237336000,122,15404525,120,15404517,-45.776,-45.785,168.204,168.191,2,128,129,-999,-999,-999,-999,-999,-999,-999,-999,15404597,15394701,-999,-999,-999,-999,-999,-999,-999,-999,0.005,0.024,24.13,2050,,,
6182656,15633000,123,15376245,120,15404517,-45.782,-45.785,168.237,168.191,2,391,392,-999,-999,-999,-999,-999,-999,-999,-999,15346069,15360637,-999,-999,-999,-999,-999,-999,-999,-999,0.0037,0.024,5.9,4624,,,
8064,165998000,124,15429958,118,15399102,-46.11,-46.111,167.973,167.973,2,156,157,-999,-999,-999,-999,-999,-999,-999,-999,15429902,15424686,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,20.05,115,,,
654976,82407000,125,15430014,118,15399102,-46.106,-46.111,167.988,167.973,2,182,183,-999,-999,-999,-999,-999,-999,-999,-999,15430318,15363086,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,13.95,1416,,,
4277312,232311000,126,15404405,109,15404445,-45.749,-45.786,168.157,168.18,2,130,131,-999,-999,-999,-999,-999,-999,-999,-999,15326300,15302060,-999,-999,-999,-999,-999,-999,-999,-999,0.007,0.024,23.87,5415,,,
4345920,4346000,127,15395645,109,15404445,-45.748,-45.786,168.127,168.18,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0088,0.024,3.04,3964,,,
1715328,229270000,128,15404597,122,15404525,-45.763,-45.776,168.219,168.204,2,132,133,-999,-999,-999,-999,-999,-999,-999,-999,15409453,15336076,-999,-999,-999,-999,-999,-999,-999,-999,0.0017,0.024,23.7,2460,,,
6931904,6932000,129,15394701,122,15404525,-45.755,-45.776,168.192,168.204,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0045,0.024,3.87,4077,,,
3171712,223714000,130,15326300,126,15404405,-45.737,-45.749,168.115,168.157,2,134,135,-999,-999,-999,-999,-999,-999,-999,-999,15325716,15197660,-999,-999,-999,-999,-999,-999,-999,-999,0.0095,0.024,23.4,3948,,,
4320064,4320000,131,15302060,126,15404405,-45.731,-45.749,168.078,168.157,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0117,0.024,3.03,4857,,,
498560,218924000,132,15409453,128,15404597,-45.756,-45.763,168.21,168.219,2,138,139,-999,-999,-999,-999,-999,-999,-999,-999,15336084,15249908,-999,-999,-999,-999,-999,-999,-999,-999,0.0037,0.024,23.14,1307,,,
8630272,8630000,133,15336076,128,15404597,-45.761,-45.763,168.273,168.219,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0314,0.024,4.34,5822,,,
217216,220129000,134,15325716,130,15326300,-45.738,-45.737,168.11,168.115,2,136,137,-999,-999,-999,-999,-999,-999,-999,-999,15325628,15317172,-999,-999,-999,-999,-999,-999,-999,-999,0.0047,0.024,23.21,458,,,
413760,414000,135,15197660,130,15326300,-45.735,-45.737,168.11,168.115,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.00E-04,0.024,0.9,64,,,
6917632,214568000,136,15325628,134,15325716,-45.743,-45.738,168.082,168.11,2,142,143,-999,-999,-999,-999,-999,-999,-999,-999,15324796,15315876,-999,-999,-999,-999,-999,-999,-999,-999,0.0073,0.024,22.9,2919,,,
5343744,5344000,137,15317172,134,15325716,-45.75,-45.738,168.092,168.11,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0289,0.024,3.38,4668,,,
118784,210128000,138,15336084,132,15409453,-45.754,-45.756,168.213,168.21,2,140,141,-999,-999,-999,-999,-999,-999,-999,-999,15336100,15165620,-999,-999,-999,-999,-999,-999,-999,-999,0.0046,0.024,22.66,381,,,
8297856,8298000,139,15249908,132,15409453,-45.719,-45.756,168.132,168.21,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0055,0.024,4.25,6294,,,
171520,204063000,140,15336100,138,15336084,-45.75,-45.754,168.218,168.213,2,144,145,-999,-999,-999,-999,-999,-999,-999,-999,15336108,15283844,-999,-999,-999,-999,-999,-999,-999,-999,0.0112,0.024,22.32,825,,,
5945728,5946000,141,15165620,138,15336084,-45.736,-45.754,168.188,168.213,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0042,0.024,3.57,3263,,,
1903936,204592000,142,15324796,136,15325628,-45.743,-45.743,168.06,168.082,2,146,147,-999,-999,-999,-999,-999,-999,-999,-999,15324212,15316340,-999,-999,-999,-999,-999,-999,-999,-999,0.01,0.024,22.35,2006,,,
3057792,3058000,143,15315876,136,15325628,-45.769,-45.743,168.077,168.082,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0254,0.024,2.53,902,,,
500416,200636000,144,15336108,140,15336100,-45.745,-45.75,168.222,168.218,2,148,149,-999,-999,-999,-999,-999,-999,-999,-999,15336124,15282596,-999,-999,-999,-999,-999,-999,-999,-999,0.0055,0.024,22.12,807,,,
3255680,3256000,145,15283844,140,15336100,-45.753,-45.75,168.233,168.218,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0039,0.024,2.62,1062,,,
95744,191335000,146,15324212,142,15324796,-45.743,-45.743,168.057,168.06,2,152,153,-999,-999,-999,-999,-999,-999,-999,-999,15324196,15283028,-999,-999,-999,-999,-999,-999,-999,-999,0.0013,0.024,21.58,275,,,
2090944,11353000,147,15316340,142,15324796,-45.761,-45.743,168.05,168.06,2,389,390,-999,-999,-999,-999,-999,-999,-999,-999,15361717,15284989,-999,-999,-999,-999,-999,-999,-999,-999,0.0234,0.024,5,2539,,,
4000512,196712000,148,15336124,144,15336108,-45.729,-45.745,168.219,168.222,2,150,151,-999,-999,-999,-999,-999,-999,-999,-999,15314212,15336188,-999,-999,-999,-999,-999,-999,-999,-999,0.003,0.024,21.9,3101,,,
3423168,3423000,149,15282596,144,15336108,-45.735,-45.745,168.255,168.222,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0571,0.024,2.69,3163,,,
267648,139820000,150,15314212,148,15336124,-45.724,-45.729,168.209,168.219,2,160,161,-999,-999,-999,-999,-999,-999,-999,-999,15314180,15291332,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,18.35,1180,,,
1389888,52891000,151,15336188,148,15336124,-45.717,-45.729,168.22,168.219,2,204,205,-999,-999,-999,-999,-999,-999,-999,-999,15336228,15295316,-999,-999,-999,-999,-999,-999,-999,-999,3.00E-04,0.024,11.09,1484,,,
4438848,189061000,152,15324196,146,15324212,-45.747,-45.743,168.035,168.057,2,154,155,-999,-999,-999,-999,-999,-999,-999,-999,15323412,15374485,-999,-999,-999,-999,-999,-999,-999,-999,0.01,0.024,21.45,1970,,,
2178816,2179000,153,15283028,146,15324212,-45.716,-45.743,168.036,168.057,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0237,0.024,2.12,893,,,
1499392,162308000,154,15323412,152,15324196,-45.746,-45.747,168.02,168.035,2,158,159,-999,-999,-999,-999,-999,-999,-999,-999,15313596,15323028,-999,-999,-999,-999,-999,-999,-999,-999,0.0135,0.024,19.82,1269,,,
2923904,22314000,155,15374485,152,15324196,-45.761,-45.747,168.024,168.035,2,300,301,-999,-999,-999,-999,-999,-999,-999,-999,15372117,15354349,-999,-999,-999,-999,-999,-999,-999,-999,0.0163,0.024,7.09,2431,,,
509184,137365000,156,15429902,124,15429958,-46.108,-46.11,167.97,167.973,2,162,163,-999,-999,-999,-999,-999,-999,-999,-999,15429854,15396878,-999,-999,-999,-999,-999,-999,-999,-999,2.00E-04,0.024,18.18,287,,,
7912640,28625000,157,15424686,124,15429958,-46.061,-46.11,168.005,167.973,2,280,281,-999,-999,-999,-999,-999,-999,-999,-999,15380613,15357957,-999,-999,-999,-999,-999,-999,-999,-999,0.0027,0.024,8.07,6532,,,
8015744,130659000,158,15313596,154,15323412,-45.71,-45.746,168.01,168.02,2,174,175,-999,-999,-999,-999,-999,-999,-999,-999,15311708,15312484,-999,-999,-999,-999,-999,-999,-999,-999,0.0084,0.024,17.71,5327,,,
38976,30150000,159,15323028,154,15323412,-45.745,-45.746,168.018,168.02,2,256,257,-999,-999,-999,-999,-999,-999,-999,-999,15310204,15322892,-999,-999,-999,-999,-999,-999,-999,-999,0.0045,0.024,8.29,187,,,
1532992,135874000,160,15314180,150,15314212,-45.718,-45.724,168.182,168.209,2,164,165,-999,-999,-999,-999,-999,-999,-999,-999,15313636,15207036,-999,-999,-999,-999,-999,-999,-999,-999,0.0032,0.024,18.08,2917,,,
3678528,3679000,161,15291332,150,15314212,-45.69,-45.724,168.172,168.209,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0012,0.024,2.79,667,,,
310208,124906000,162,15429854,156,15429902,-46.106,-46.108,167.968,167.97,2,172,173,-999,-999,-999,-999,-999,-999,-999,-999,15429694,15372942,-999,-999,-999,-999,-999,-999,-999,-999,3.00E-04,0.024,17.31,281,,,
3350272,11950000,163,15396878,156,15429902,-46.119,-46.108,167.935,167.97,2,405,406,-999,-999,-999,-999,-999,-999,-999,-999,15379310,15367942,-999,-999,-999,-999,-999,-999,-999,-999,0.005,0.024,5.13,3458,,,
507456,133386000,164,15313636,160,15314180,-45.711,-45.718,168.165,168.182,2,166,167,-999,-999,-999,-999,-999,-999,-999,-999,15313572,15274828,-999,-999,-999,-999,-999,-999,-999,-999,0.0082,0.024,17.9,1754,,,
955008,955000,165,15207036,160,15314180,-45.702,-45.718,168.172,168.182,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0205,0.024,1.39,1558,,,
103168,131247000,166,15313572,164,15313636,-45.709,-45.711,168.162,168.165,2,168,169,-999,-999,-999,-999,-999,-999,-999,-999,15313500,15247812,-999,-999,-999,-999,-999,-999,-999,-999,6.00E-04,0.024,17.75,292,,,
1631616,1632000,167,15274828,164,15313636,-45.725,-45.711,168.189,168.165,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.83,326,,,
623680,129288000,168,15313500,166,15313572,-45.709,-45.709,168.155,168.162,2,170,171,-999,-999,-999,-999,-999,-999,-999,-999,15313292,15210684,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,17.62,657,,,
1856128,1856000,169,15247812,166,15313572,-45.697,-45.709,168.167,168.162,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0038,0.024,1.96,276,,,
2024384,106509000,170,15313292,168,15313500,-45.704,-45.709,168.139,168.155,2,180,181,-999,-999,-999,-999,-999,-999,-999,-999,15311916,15312668,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,15.93,1897,,,
857984,22155000,171,15210684,168,15313500,-45.692,-45.709,168.143,168.155,2,278,279,-999,-999,-999,-999,-999,-999,-999,-999,15284268,15218868,-999,-999,-999,-999,-999,-999,-999,-999,0.0063,0.024,7.06,2576,,,
173568,122635000,172,15429694,162,15429854,-46.1,-46.106,167.963,167.968,2,176,177,-999,-999,-999,-999,-999,-999,-999,-999,15429550,15336238,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,17.14,847,,,
1961344,1961000,173,15372942,162,15429854,-46.105,-46.106,167.933,167.968,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,2.01,1096,,,
5818368,70366000,174,15311708,158,15313596,-45.691,-45.71,167.955,168.01,2,192,193,-999,-999,-999,-999,-999,-999,-999,-999,15306772,15307188,-999,-999,-999,-999,-999,-999,-999,-999,0.0115,0.024,12.86,6672,,,
5327296,52277000,175,15312484,158,15313596,-45.694,-45.71,167.997,168.01,2,214,215,-999,-999,-999,-999,-999,-999,-999,-999,15311668,15274916,-999,-999,-999,-999,-999,-999,-999,-999,0.005,0.024,11.02,3544,,,
1856,121903000,176,15429550,172,15429694,-46.1,-46.1,167.963,167.963,2,178,179,-999,-999,-999,-999,-999,-999,-999,-999,15429502,15423934,-999,-999,-999,-999,-999,-999,-999,-999,7.00E-04,0.024,17.09,40,,,
558016,558000,177,15336238,172,15429694,-46.1,-46.1,167.944,167.963,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.05,517,,,
3572352,68983000,178,15429502,176,15429550,-46.091,-46.1,167.953,167.963,2,190,191,-999,-999,-999,-999,-999,-999,-999,-999,15429030,15366294,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,12.72,1394,,,
485888,52918000,179,15423934,176,15429550,-46.093,-46.1,167.968,167.963,2,202,203,-999,-999,-999,-999,-999,-999,-999,-999,15423526,15423422,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,11.09,946,,,
1723072,60754000,180,15311916,170,15313292,-45.705,-45.704,168.125,168.139,2,198,199,-999,-999,-999,-999,-999,-999,-999,-999,15311052,15307332,-999,-999,-999,-999,-999,-999,-999,-999,0.0025,0.024,11.91,2141,,,
589952,43731000,181,15312668,170,15313292,-45.696,-45.704,168.134,168.139,2,216,217,-999,-999,-999,-999,-999,-999,-999,-999,15312052,15133956,-999,-999,-999,-999,-999,-999,-999,-999,0.0016,0.024,10.05,1266,,,
807872,80317000,182,15430318,125,15430014,-46.101,-46.106,167.995,167.988,2,184,185,-999,-999,-999,-999,-999,-999,-999,-999,15430518,15334598,-999,-999,-999,-999,-999,-999,-999,-999,1.00E-04,0.024,13.77,915,,,
1435136,1435000,183,15363086,125,15430014,-46.111,-46.106,167.997,167.988,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.71,677,,,
2233600,78573000,184,15430518,182,15430318,-46.098,-46.101,168.001,167.995,2,186,187,-999,-999,-999,-999,-999,-999,-999,-999,15424654,15430630,-999,-999,-999,-999,-999,-999,-999,-999,1.00E-04,0.024,13.61,582,,,
936576,937000,185,15334598,182,15430318,-46.107,-46.101,168.013,167.995,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.37,851,,,
50944,67278000,186,15424654,184,15430518,-46.097,-46.098,168.004,168.001,2,188,189,-999,-999,-999,-999,-999,-999,-999,-999,15424470,15423430,-999,-999,-999,-999,-999,-999,-999,-999,4.00E-04,0.024,12.56,243,,,
1277952,9061000,187,15430630,184,15430518,-46.098,-46.098,168.022,168.001,2,409,410,-999,-999,-999,-999,-999,-999,-999,-999,15430846,15298198,-999,-999,-999,-999,-999,-999,-999,-999,1.00E-04,0.024,4.45,1601,,,
609600,60378000,188,15424470,186,15424654,-46.093,-46.097,168.018,168.004,2,196,197,-999,-999,-999,-999,-999,-999,-999,-999,15423894,15348958,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,11.88,1306,,,
6849664,6850000,189,15423430,186,15424654,-46.042,-46.097,168.042,168.004,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0047,0.024,3.85,4278,,,
2771904,63073000,190,15429030,178,15429502,-46.082,-46.091,167.948,167.953,2,194,195,-999,-999,-999,-999,-999,-999,-999,-999,15428726,15374533,-999,-999,-999,-999,-999,-999,-999,-999,4.00E-04,0.024,12.15,1120,,,
2336960,2337000,191,15366294,178,15429502,-46.099,-46.091,167.923,167.953,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,2.2,743,,,
1075072,37541000,192,15306772,174,15311708,-45.682,-45.691,167.946,167.955,2,238,239,-999,-999,-999,-999,-999,-999,-999,-999,15304484,15296124,-999,-999,-999,-999,-999,-999,-999,-999,0.0238,0.024,9.28,1535,,,
3621568,27007000,193,15307188,174,15311708,-45.695,-45.691,167.926,167.955,2,270,271,-999,-999,-999,-999,-999,-999,-999,-999,15303548,15249372,-999,-999,-999,-999,-999,-999,-999,-999,0.0328,0.024,7.83,2797,,,
2009600,42295000,194,15428726,190,15429030,-46.079,-46.082,167.943,167.948,2,228,229,-999,-999,-999,-999,-999,-999,-999,-999,15428486,15394870,-999,-999,-999,-999,-999,-999,-999,-999,0.0046,0.024,9.88,588,,,
1480512,18007000,195,15374533,190,15429030,-46.051,-46.082,167.959,167.948,2,319,320,-999,-999,-999,-999,-999,-999,-999,-999,15369773,15310461,-999,-999,-999,-999,-999,-999,-999,-999,0.0048,0.024,6.35,3851,,,
245120,58872000,196,15423894,188,15424470,-46.093,-46.093,168.018,168.018,2,200,201,-999,-999,-999,-999,-999,-999,-999,-999,15423726,15423062,-999,-999,-999,-999,-999,-999,-999,-999,0.0019,0.024,11.72,50,,,
896128,896000,197,15348958,188,15424470,-46.077,-46.093,168.02,168.018,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.34,251,,,
410816,42036000,198,15311052,180,15311916,-45.7,-45.705,168.119,168.125,2,224,225,-999,-999,-999,-999,-999,-999,-999,-999,15310372,15272092,-999,-999,-999,-999,-999,-999,-999,-999,0.0043,0.024,9.84,1338,,,
1447808,16994000,199,15307332,180,15311916,-45.717,-45.705,168.109,168.125,2,323,324,-999,-999,-999,-999,-999,-999,-999,-999,15304884,15272372,-999,-999,-999,-999,-999,-999,-999,-999,0.0061,0.024,6.16,2426,,,
1914944,52070000,200,15423726,196,15423894,-46.077,-46.093,168.052,168.018,2,206,207,-999,-999,-999,-999,-999,-999,-999,-999,15420446,15419990,-999,-999,-999,-999,-999,-999,-999,-999,0.0052,0.024,11,3366,,,
6557184,6557000,201,15423062,196,15423894,-46.022,-46.093,168.053,168.018,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0065,0.024,3.76,2974,,,
1164160,50626000,202,15423526,179,15423934,-46.075,-46.093,167.969,167.968,2,208,209,-999,-999,-999,-999,-999,-999,-999,-999,15386093,15421070,-999,-999,-999,-999,-999,-999,-999,-999,0.0013,0.024,10.84,2189,,,
1806208,1806000,203,15423422,179,15423934,-46.087,-46.093,167.976,167.968,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.93,456,,,
1671040,44740000,204,15336228,151,15336188,-45.707,-45.717,168.226,168.22,2,218,219,-999,-999,-999,-999,-999,-999,-999,-999,15312908,15336284,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,10.17,1327,,,
1600,6761000,205,15295316,151,15336188,-45.716,-45.717,168.22,168.22,2,433,434,-999,-999,-999,-999,-999,-999,-999,-999,15290028,15285708,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,3.82,45,,,
59392,47881000,206,15420446,200,15423726,-46.075,-46.077,168.055,168.052,2,210,211,-999,-999,-999,-999,-999,-999,-999,-999,15419270,15419086,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,10.53,294,,,
2274112,2274000,207,15419990,200,15423726,-46.044,-46.077,168.054,168.052,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0013,0.024,2.17,217,,,
419136,47419000,208,15386093,202,15423526,-46.066,-46.075,167.973,167.969,2,212,213,-999,-999,-999,-999,-999,-999,-999,-999,15386029,15314941,-999,-999,-999,-999,-999,-999,-999,-999,0.0097,0.024,10.48,1090,,,
2042944,2043000,209,15421070,202,15423526,-46.062,-46.075,167.958,167.969,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0049,0.024,2.06,1572,,,
8909888,43567000,210,15419270,206,15420446,-46.018,-46.075,168.074,168.055,2,242,243,-999,-999,-999,-999,-999,-999,-999,-999,15384741,15338565,-999,-999,-999,-999,-999,-999,-999,-999,0.005,0.024,10.03,7237,,,
4254464,4254000,211,15419086,206,15420446,-46.043,-46.075,168.081,168.055,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0052,0.024,3.01,6145,,,
3543040,45601000,212,15386029,208,15386093,-46.048,-46.066,167.982,167.973,2,222,223,-999,-999,-999,-999,-999,-999,-999,-999,15384133,15310685,-999,-999,-999,-999,-999,-999,-999,-999,0.0023,0.024,10.27,2378,,,
1399168,1399000,213,15314941,208,15386093,-46.057,-46.066,167.964,167.973,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0001,0.024,1.69,77,,,
1620096,44285000,214,15311668,175,15312484,-45.681,-45.694,167.984,167.997,2,220,221,-999,-999,-999,-999,-999,-999,-999,-999,15309484,15282812,-999,-999,-999,-999,-999,-999,-999,-999,0.0054,0.024,10.11,3666,,,
2664064,2664000,215,15274916,175,15312484,-45.68,-45.694,168.016,167.997,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0277,0.024,2.36,1866,,,
2009792,39873000,216,15312052,181,15312668,-45.667,-45.696,168.117,168.134,2,234,235,-999,-999,-999,-999,-999,-999,-999,-999,15310388,15292676,-999,-999,-999,-999,-999,-999,-999,-999,0.0065,0.024,9.58,5841,,,
3267776,3268000,217,15133956,181,15312668,-45.676,-45.696,168.105,168.134,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0119,0.024,2.62,4300,,,
4212864,21794000,218,15312908,204,15336228,-45.681,-45.707,168.19,168.226,2,311,312,-999,-999,-999,-999,-999,-999,-999,-999,15311780,15255588,-999,-999,-999,-999,-999,-999,-999,-999,0.0084,0.024,7,4600,,,
190016,21275000,219,15336284,204,15336228,-45.704,-45.707,168.233,168.226,2,282,283,-999,-999,-999,-999,-999,-999,-999,-999,15336292,15287588,-999,-999,-999,-999,-999,-999,-999,-999,0.0039,0.024,6.92,617,,,
1337536,38969000,220,15309484,214,15311668,-45.671,-45.681,167.994,167.984,2,236,237,-999,-999,-999,-999,-999,-999,-999,-999,15307468,15302580,-999,-999,-999,-999,-999,-999,-999,-999,0.0091,0.024,9.47,2138,,,
