numqpar,q_ratep1,q_ratep2,q_ratep3,q_ratep4,q_ratep5,q_ratep6,q_ratep7,q_ratep8,q_ratep9,q_ratep10,q_ratep11,q_ratep12,q_ratep13,q_ratep14,q_ratep15,q_ratep16,q_ratep17,q_ratep18,q_ratep19,q_ratep20,qm_ratep1,qm_ratep2,qm_ratep3,qm_ratep4,qm_ratep5,qm_ratep6,qm_ratep7,qm_ratep8,qm_ratep9,qm_ratep10,qm_ratep11,qm_ratep12,qm_ratep13,qm_ratep14,qm_ratep15,qm_ratep16,qm_ratep17,qm_ratep18,qm_ratep19,qm_ratep20,tentryp1,tentryp2,tentryp3,tentryp4,tentryp5,tentryp6,tentryp7,tentryp8,tentryp9,tentryp10,tentryp11,tentryp12,tentryp13,tentryp14,tentryp15,tentryp16,tentryp17,tentryp18,tentryp19,tentryp20,t_exitp1,t_exitp2,t_exitp3,t_exitp4,t_exitp5,t_exitp6,t_exitp7,t_exitp8,t_exitp9,t_exitp10,t_exitp11,t_exitp12,t_exitp13,t_exitp14,t_exitp15,t_exitp16,t_exitp17,t_exitp18,t_exitp19,t_exitp20,q_flagp1,q_flagp2,q_flagp3,q_flagp4,q_flagp5,q_flagp6,q_flagp7,q_flagp8,q_flagp9,q_flagp10,q_flagp11,q_flagp12,q_flagp13,q_flagp14,q_flagp15,q_flagp16,q_flagp17,q_flagp18,q_flagp19,q_flagp20
12,0.0119938692077994,0.0119902053847909,0.0119899902492762,0.0119847441092134,0.0119820823892951,0.0119819045066833,0.0119800698012114,0.0121413338929415,0.012357815168798,0.012455795891583,0.0124686295166612,0.0125349806621671,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.0119938692077994,0.0119902053847909,0.0119899902492762,0.0119847441092134,0.0119820823892951,0.0119819045066833,0.0119800698012114,0.0121413338929415,0.012357815168798,0.012455795891583,0.0124686295166612,0.0125349806621671,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-7052.25116523355,-6162.30964512378,-6109.92293856293,-4822.06837703288,-4131.41393051296,-4084.80504315346,-3600,-2553.92491687834,-1149.68144145608,-513.702380150557,-430.42035009712,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,890.803376540542,943.240827538073,2232.3301608637,2923.61134636402,2970.26203679293,3455.49932920933,4463.93876945972,5818.74663189054,6432.74750619382,6513.16866838932,6928.86377733946,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127,-127,-127
-2147483647,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127
17,0.011860903352499,0.011851311661303,0.011845207773149,0.0118395686149597,0.0118368342518806,0.0118313319981098,0.0118259722366929,0.0118177998811007,0.0118148205801845,0.0118097392842174,0.0118042575195432,0.0118013229221106,0.0117971301078796,0.0118418969213963,0.0120796682313085,0.0121521763503551,0.0123827336356044,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.011860903352499,0.011851311661303,0.011845207773149,0.0118395686149597,0.0118368342518806,0.0118313319981098,0.0118259722366929,0.0118177998811007,0.0118148205801845,0.0118097392842174,0.0118042575195432,0.0118013229221106,0.0117971301078796,0.0118418969213963,0.0120796682313085,0.0121521763503551,0.0123827336356044,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-20453.4398460686,-18000,-16422.1917345151,-14971.3660471663,-14263.5205863565,-12783.8774117157,-11350.7729018852,-9144.65313220769,-8345.0979264304,-6973.73990183324,-5504.3898902908,-4722.8881142959,-3600,-3324.71608895808,-1863.06723178923,-1417.28665789962,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,2460.0596280247,4042.08405955881,5496.80845919997,6206.54496651888,7689.99553792179,9126.8112976402,11338.593772009,12140.2147518247,13515.0982239172,14988.2534441426,15771.7933266982,16897.5952849686,17141.8480413035,18441.3932872564,18838.6269505695,20104.2020303383,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127
14,0.00295268092304468,0.00295205321162939,0.00295083387754858,0.00295000988990068,0.00294892489910126,0.00294817960821092,0.00294716446660459,0.00294645200483501,0.00294544594362378,0.00294472859241068,0.00294368853792548,0.0029429392889142,0.00333684915676713,0.00362607627175748,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.00295268092304468,0.00295205321162939,0.00295083387754858,0.00295000988990068,0.00294892489910126,0.00294817960821092,0.00294716446660459,0.00294645200483501,0.00294544594362378,0.00294472859241068,0.00294368853792548,0.0029429392889142,0.00333684915676713,0.00362607627175748,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-22651.356425561,-21600,-19555.6748946235,-18000,-15948.2955703437,-14400,-12341.6737147495,-10800,-8735.54666160047,-7200,-5129.7403254658,-3600,-1524.13425137103,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,1053.28302740306,3101.35164575279,4659.55783554167,6714.5969298929,8265.18411876261,10326.6325796917,11870.4984104186,13938.0488995016,15475.8046833724,17549.2688664347,19081.3182465881,20045.6692765206,20864.4068313986,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127
15,0.0138858454301953,0.0138852782547474,0.0138848619535565,0.0138813955709338,0.0138793615624309,0.0138735771179199,0.0138729773461819,0.0138667738065124,0.0138656301423907,0.0138648627325892,0.0138592002913356,0.0138583946973085,0.0138572305440903,0.0138569017872214,0.0138541162014008,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.0138858454301953,0.0138852782547474,0.0138848619535565,0.0138813955709338,0.0138793615624309,0.0138735771179199,0.0138729773461819,0.0138667738065124,0.0138656301423907,0.0138648627325892,0.0138592002913356,0.0138583946973085,0.0138572305440903,0.0138569017872214,0.0138541162014008,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-8574.33806259185,-8375.0791882053,-8247.91231155396,-7200,-6586.12429016083,-4866.59875013679,-4691.00794653594,-3233.62319398671,-2966.35793028772,-2788.32140403986,-1438.03176730126,-1242.59310484678,-961.77271592617,-882.897168874741,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,199.398952588439,326.66870445013,1375.43755344301,1989.81592525542,3710.77141731977,3886.51052948833,5345.43002024293,5612.97832006216,5791.20490705967,7142.89648550749,7338.53450153768,7619.6432524398,7698.60025052726,8582.1876603961,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127
-2147483647,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127
16,0.122339345514774,0.122323848307133,0.122221410274506,0.122165665030479,0.122086323797703,0.121937692165375,0.121883556246758,0.121833428740501,0.121779054403305,0.12169998884201,0.121496520936489,0.1214449852705,0.121391795575619,0.121321558952332,0.121312879025936,0.12116427719593,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.122339345514774,0.122323848307133,0.122221410274506,0.122165665030479,0.122086323797703,0.121937692165375,0.121883556246758,0.121833428740501,0.121779054403305,0.12169998884201,0.121496520936489,0.1214449852705,0.121391795575619,0.121321558952332,0.121312879025936,0.12116427719593,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-10944.3605947495,-10800,-9846.58642468601,-9326.74077482522,-8586.33884105086,-7200,-6695.42618489265,-6228.30528581142,-5720.65597949922,-4983.72034960985,-3089.59924793988,-2610.03471088409,-2114.5213881284,-1461.64502121508,-1381.07866880298,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,144.914814300835,1101.9966859743,1623.84037492424,2367.08845420182,3758.76587408036,4265.28635724634,4734.21101193875,5243.81795985252,5983.60229578614,7885.06649282575,8366.49357610196,8863.9304433763,9519.34878997505,9600.22925882041,10986.6931924224,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127
14,0.0694667994976044,0.0694214031100273,0.0693536177277565,0.0693448036909103,0.0693306997418404,0.0692720711231232,0.0692332163453102,0.0692023783922195,0.0691416785120964,0.069125734269619,0.0690670311450958,0.0690148547291756,0.0689987689256668,0.0689400658011436,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.0694667994976044,0.0694214031100273,0.0693536177277565,0.0693448036909103,0.0693306997418404,0.0692720711231232,0.0692332163453102,0.0692023783922195,0.0691416785120964,0.069125734269619,0.0690670311450958,0.0690148547291756,0.0689987689256668,0.0689400658011436,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-9359.70068311691,-8557.90671106428,-7356.48572357744,-7200,-6950.63378921151,-5913.11079942435,-5224.36560938507,-4677.34385225177,-3600,-3315.57555954158,-2268.05965428054,-1335.54889864475,-1048.45076509565,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,804.241292908788,2009.32145149261,2166.28352797031,2416.41171553731,3457.10497047007,4147.95318182558,4696.64561741054,5777.28005510569,6062.56995960325,7113.27336949855,8048.62044692785,8336.59357358515,9388.23996321112,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127
2,0.0138421654701233,0.0138410143554211,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.0138421654701233,0.0138410143554211,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-366.510223723948,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,366.522413380444,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127
-2147483647,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127
16,0.013225881382823,0.0132251149043441,0.0132229663431644,0.0132204573601484,0.0132196405902505,0.0132161397486925,0.0132152531296015,0.013213018886745,0.0132095282897353,0.013206067495048,0.0132028013467789,0.0132011566311121,0.0131958108395338,0.0131924524903297,0.013190820813179,0.0131855169311166,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.013225881382823,0.0132251149043441,0.0132229663431644,0.0132204573601484,0.0132196405902505,0.0132161397486925,0.0132152531296015,0.013213018886745,0.0132095282897353,0.013206067495048,0.0132028013467789,0.0132011566311121,0.0131958108395338,0.0131924524903297,0.013190820813179,0.0131855169311166,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-14389.2794831395,-14100.4042154998,-13309.3752837926,-12374.7132105157,-12073.3920523375,-10800,-10480.8761869967,-9685.4692022875,-8429.12624771148,-7200,-6061.28465744108,-5484.312361449,-3600,-2437.24049687386,-1868.34091632068,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,289.209044747055,1081.17316076905,2016.92741749436,2318.60418285429,3593.52117066085,3913.03135005385,4709.41157075763,5967.27595575154,7197.91131614149,8338.05140920728,8915.74110040069,10802.3867667988,11966.6125922576,12536.2249976769,14406.8831986263,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127
14,0.00577636389061809,0.00577548611909151,0.00577268423512578,0.00577243138104677,0.00577152566984296,0.00577041227370501,0.00577000761404634,0.00576888956129551,0.00576740736141801,0.00576688768342137,0.00576643599197268,0.005763188470155,0.00576248858124018,0.00576236983761191,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.00577636389061809,0.00577548611909151,0.00577268423512578,0.00577243138104677,0.00577152566984296,0.00577041227370501,0.00577000761404634,0.00576888956129551,0.00576740736141801,0.00576688768342137,0.00576643599197268,0.005763188470155,0.00576248858124018,0.00576236983761191,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-13601.1443698779,-13073.6730799749,-11189.5010816082,-10800,-9438.83097654581,-7596.40567485243,-7200,-6123.68932642788,-4557.00047434121,-3973.39778801799,-3600,-942.369276292622,-328.372883811593,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,528.2980960235,2415.11025607586,2804.84989769757,4166.87251580507,6010.34794677794,6407.13525600731,7484.50095996261,9052.58865453303,9636.68157497793,10010.5060371459,12671.2038367242,13285.86180529,13614.3468818367,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127
16,0.0103557156398892,0.0103513598442078,0.0103495828807354,0.0103480815887451,0.0103437136858702,0.0103410426527262,0.0103369560092688,0.0103355031460524,0.0103284986689687,0.0103242704644799,0.0103231249377131,0.0103183565661311,0.01031593978405,0.0104437880218029,0.0105569148436189,0.010611048899591,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.0103557156398892,0.0103513598442078,0.0103495828807354,0.0103480815887451,0.0103437136858702,0.0103410426527262,0.0103369560092688,0.0103355031460524,0.0103284986689687,0.0103242704644799,0.0103231249377131,0.0103183565661311,0.01031593978405,0.0104437880218029,0.0105569148436189,0.010611048899591,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-15038.3344922811,-13775.503820613,-13262.6360786334,-12832.5260900557,-11569.4947921038,-10800,-9626.62796384841,-9213.26082555205,-7200,-5989.83564379811,-5664.27013167739,-4296.44187097251,-3600,-2040.11169731617,-660.110774986446,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,1265.36168638617,1779.26214110851,2210.24507194757,3475.8173417598,4246.8664457649,5422.61748506874,5836.83051874489,7854.17342729121,9066.80345672369,9393.03736829758,10763.6483826563,11461.5013539717,12947.3667418063,14262.9182486385,14892.5291292742,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127
10,0.00620714388787746,0.00620431639254093,0.00620397133752704,0.00620019622147083,0.00619822228327394,0.00619783857837319,0.00619312096387148,0.00619200430810452,0.00738228391855955,0.00761820422485471,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.00620714388787746,0.00620431639254093,0.00620397133752704,0.00620019622147083,0.00619822228327394,0.00619783857837319,0.00619312096387148,0.00619200430810452,0.00738228391855955,0.00761820422485471,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-12476.0795275867,-10800,-10597.4607967287,-8353.39029169083,-7200,-6978.63641033322,-4233.98649405688,-3600,-595.572754837573,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,1678.35288562626,1881.16957693547,4128.27863185853,5283.25907064974,5504.93154992908,8253.38443766534,8888.27172593027,11044.5763348117,11494.5981730521,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127
15,0.00759591069072485,0.0075360257178545,0.00743716303259134,0.00742011517286301,0.00738761574029922,0.00735519547015429,0.00730304419994354,0.00730024976655841,0.00728835631161928,0.0072854170575738,0.00728315208107233,0.00727807963266969,0.00727425841614604,0.00724765658378601,0.00723187392577529,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.00759591069072485,0.0075360257178545,0.00743716303259134,0.00742011517286301,0.00738761574029922,0.00735519547015429,0.00730304419994354,0.00730024976655841,0.00728835631161928,0.0072854170575738,0.00728315208107233,0.00727807963266969,0.00727425841614604,0.00724765658378601,0.00723187392577529,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-11790.6241758987,-10631.9266225845,-8348.60251273215,-7954.5819998011,-7200,-6447.48342482001,-4688.8547859937,-4594.51966358721,-3797.72234103829,-3600,-3447.92279880494,-3107.51781499386,-2851.0787294805,-1062.92857541889,0,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0,1196.04501198232,3542.01200282574,3946.95246572047,4722.44959189743,5495.95923902094,7288.63042093068,7384.79948993027,8189.41236565262,8389.06890453398,8542.6373738125,8886.38416790962,9145.34299635887,10951.0865429789,12024.4960089549,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127,-127,-127,-127,-127
-2147483647,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127
